date,year,month,day,event_text,category,source_pages
1986-02-08,1986,2,8,"Twenty-three people are killed when a VIA Rail passenger train collides with a Canadian National freight train near the town of Hinton, Alberta, making it one of the worst rail accidents in Canada.",standard,"Via_Rail; Hinton_train_collision; Canadian_National_Railway; Hinton,_Alberta; February_8"
1986-02-09,1986,2,9,Halley's Comet last appeared in the inner Solar System.,standard,Halley's_Comet; Solar_System
1986-02-16,1986,2,16,"The Soviet liner MS Mikhail Lermontov runs aground in the Marlborough Sounds, New Zealand.",standard,Soviet_Union; MS_Mikhail_Lermontov; Marlborough_Sounds
1986-02-16,1986,2,16,"China Airlines Flight 2265 crashes into the Pacific Ocean near Penghu Airport in Taiwan, killing all 13 aboard.",standard,China_Airlines_Flight_2265; Penghu_Airport; Taiwan; February_16
1986-02-19,1986,2,19,Akkaraipattu massacre: the Sri Lankan Army massacres 80 Tamil farm workers in eastern Sri Lanka.,standard,Akkaraipattu_massacre; Sri_Lanka_Army; Tamils; Sri_Lanka
1986-02-20,1986,2,20,"The Soviet Union launches its Mir spacecraft. Remaining in orbit for 15 years, it is occupied for ten of those years.",standard,Soviet_Union; Mir
1986-02-22,1986,2,22,Start of the People Power Revolution in the Philippines.,standard,People_Power_Revolution; Philippines; February_22
1986-02-25,1986,2,25,People Power Revolution: President of the Philippines Ferdinand Marcos flees the nation after 20 years of rule; Corazon Aquino becomes the Philippines' first female president.,standard,People_Power_Revolution; Ferdinand_Marcos; Corazon_Aquino; Philippines; February_25
1986-02-28,1986,2,28,"Olof Palme, 26th Prime Minister of Sweden, is assassinated in Stockholm.",standard,Olof_Palme; Prime_Minister_of_Sweden; Assassination_of_Olof_Palme; February_28
1986-03-02,1986,3,2,"Aeroflot Flight F-77 crashes near Bugulma Airport, killing all 38 people aboard.",standard,Aeroflot_Flight_F-77; Bugulma_Airport; March_2
1986-03-03,1986,3,3,"The Australia Act 1986 commences, causing Australia to become fully independent from the United Kingdom.",standard,Australia_Act_1986; Australia; United_Kingdom
1986-03-04,1986,3,4,The Soviet Vega 1 begins returning images of Halley's Comet and the first images of its nucleus.,standard,Soviet_Union; Vega_1; Halley's_Comet
1986-03-07,1986,3,7,Challenger Disaster: Divers from the USS Preserver locate the crew cabin of Challenger on the ocean floor.,standard,Space_Shuttle_Challenger_disaster; USS_Preserver; STS-51-L; March_7
1986-03-15,1986,3,15,Collapse of Hotel New World: Thirty-three people die when the Hotel New World in Singapore collapses.,standard,Collapse_of_Hotel_New_World; March_15
1986-03-21,1986,3,21,Debi Thomas became the first African American to win the World Figure Skating Championships.,standard,Debi_Thomas; World_Figure_Skating_Championships
1986-03-24,1986,3,24,The Loscoe gas explosion leads to new UK laws on landfill gas migration and gas protection on landfill sites.,standard,Loscoe; Landfill_gas_migration; Landfill; March_24
1986-03-27,1986,3,27,"A car bomb explodes outside Russell Street Police HQ in Melbourne, Australia, killing one police officer and injuring 21 people.",standard,Car_bomb; Russell_Street_bombing; Melbourne
1986-03-31,1986,3,31,"Mexicana de Aviación Flight 940 crashes into the Sierra Madre Oriental mountain range near the Mexican town of Maravatío, killing 167.",standard,Mexicana_de_Aviación_Flight_940; Sierra_Madre_Oriental; Maravatío; March_31
1986-04-01,1986,4,1,"Communist Party of Nepal (Mashal) cadres attack a number of police stations in Kathmandu, seeking to incite a popular rebellion.",standard,Communist_Party_of_Nepal_(Mashal); Sector_Kanda; Kathmandu; April_1
1986-04-02,1986,4,2,"Alabama governor George Wallace, a former segregationist, best known for the ""Stand in the Schoolhouse Door"", announces that he will not seek a fifth four-year term and will retire from public life upon the end of his term in January 1987.",standard,Alabama; George_Wallace; Racial_segregation; Stand_in_the_Schoolhouse_Door
1986-04-11,1986,4,11,"FBI Miami Shootout: A gun battle in broad daylight in Dade County, Florida between two bank/armored car robbers and pursuing FBI agents. During the firefight, FBI agents Jerry L. Dove and Benjamin P. Grogan were killed, while five other agents were wounded. As a result, the popular .40 S&W cartridge was developed.",standard,1986_FBI_Miami_shootout; .40_S&W
1986-04-14,1986,4,14,"The heaviest hailstones ever recorded, each weighing 1 kilogram (2.2 lb), fall on the Gopalganj district of Bangladesh, killing 92.",standard,"Hail; Gopalganj_District,_Bangladesh"
1986-04-15,1986,4,15,"The United States launches Operation El Dorado Canyon, its bombing raids against Libyan targets in response to a discotheque bombing in West Germany that killed two U.S. servicemen.",standard,1986_United_States_bombing_of_Libya; History_of_Libya_under_Muammar_Gaddafi; West_Berlin_discotheque_bombing
1986-04-17,1986,4,17,An alleged state of war lasting 335 years between the Netherlands and the Isles of Scilly declared peace bringing an end to any hypothetical war that may have been legally considered to exist.,standard,Three_Hundred_and_Thirty_Five_Years'_War; Netherlands; Isles_of_Scilly; April_17
1986-04-26,1986,4,26,The Chernobyl disaster occurs in the Ukrainian Soviet Socialist Republic.,standard,Chernobyl_disaster; Ukrainian_Soviet_Socialist_Republic
1986-04-27,1986,4,27,The city of Pripyat and surrounding areas are evacuated due to the Chernobyl disaster.,standard,Pripyat; Chernobyl_disaster
1986-04-28,1986,4,28,"High levels of radiation resulting from the Chernobyl disaster are detected at Forsmark Nuclear Power Plant in Sweden, leading Soviet authorities to publicly announce the accident.",standard,Chernobyl_disaster; Forsmark_Nuclear_Power_Plant; April_28
1986-04-29,1986,4,29,"A fire at the Central library of the Los Angeles Public Library damages or destroys 400,000 books and other items.",standard,Los_Angeles_Public_Library; April_29
1986-04-29,1986,4,29,"The United States Navy aircraft carrier USS Enterprise becomes the first nuclear-powered aircraft carrier to transit the Suez Canal, navigating from the Red Sea to the Mediterranean Sea to relieve the USS Coral Sea.",standard,Aircraft_carrier; USS_Enterprise_(CVN-65); Suez_Canal; Red_Sea; USS_Coral_Sea_(CV-43); April_29
1986-04-29,1986,4,29,"An assembly of Sikhs, known as a Sarbat Khalsa, officially declared independence for a state of Khalistan.",standard,Sikhs; Sarbat_Khalsa; Khalistan_movement; April_29
1986-05-02,1986,5,2,Chernobyl disaster: The City of Chernobyl is evacuated six days after the disaster.,standard,Chernobyl_disaster; Chernobyl
1986-05-03,1986,5,3,Twenty-one people are killed and forty-one are injured after a bomb explodes on Air Lanka Flight 512 at Colombo airport in Sri Lanka.,standard,Air_Lanka_Flight_512
1986-05-07,1986,5,7,Canadian Patrick Morrow becomes the first person to climb each of the Seven Summits.,standard,Patrick_Morrow; Seven_Summits
1986-05-19,1986,5,19,The Firearm Owners Protection Act is signed into law by U.S. President Ronald Reagan.,standard,Firearm_Owners_Protection_Act; Ronald_Reagan
1986-05-25,1986,5,25,The Hands Across America event takes place.,standard,Hands_Across_America
1986-05-26,1986,5,26,The European Community adopts the European flag.,standard,European_Economic_Community; Flag_of_Europe
1986-06-04,1986,6,4,Jonathan Pollard pleads guilty to espionage for selling top secret United States military intelligence to Israel.,standard,Jonathan_Pollard; Espionage; Military_intelligence; Israel
1986-06-14,1986,6,14,"The Mindbender derails, killing three riders and severely injuring one at the Fantasyland (known today as Galaxyland) indoor amusement park at West Edmonton Mall in Edmonton, Alberta.",standard,Mindbender_(Galaxyland); Galaxyland; West_Edmonton_Mall; Edmonton; Alberta; June_14
1986-06-22,1986,6,22,"The famous Hand of God goal, scored by Diego Maradona in the quarter-finals of the 1986 FIFA World Cup match between Argentina and England, ignites controversy. This was later followed by the Goal of the Century. Argentina wins 2–1 and later goes on to win the World Cup.",standard,The_hand_of_God; Diego_Maradona; 1986_FIFA_World_Cup; Argentina; Argentina_v_England_(1986_FIFA_World_Cup)
1986-06-30,1986,6,30,The U.S. Supreme Court rules in Bowers v. Hardwick that states can outlaw homosexual acts between consenting adults.,standard,Supreme_Court_of_the_United_States; Bowers_v._Hardwick; Homosexuality; June_30
1986-07-02,1986,7,2,Rodrigo Rojas and Carmen Gloria Quintana are burnt alive during a street demonstration against the dictatorship of General Augusto Pinochet in Chile.,standard,Rodrigo_Rojas_de_Negri; Carmen_Gloria_Quintana; Military_dictatorship_of_Chile; Augusto_Pinochet; Chile
1986-07-02,1986,7,2,"Aeroflot Flight 2306 crashes while attempting an emergency landing at Syktyvkar Airport in Syktyvkar, in present-day Komi Republic, Russia, killing 54 people.",standard,Aeroflot_Flight_2306; Syktyvkar_Airport; Syktyvkar; Komi_Republic; July_2
1986-07-09,1986,7,9,The New Zealand Parliament passes the Homosexual Law Reform Act legalising homosexuality in New Zealand.,standard,New_Zealand_Parliament; Homosexual_Law_Reform_Act_1986; LGBTQ_rights_in_New_Zealand
1986-08-06,1986,8,6,"A low-pressure system that redeveloped off the New South Wales coast dumps a record 328 millimeters (13 inches) of rain in a day on Sydney, New South Wales, Australia.",standard,New_South_Wales; Sydney
1986-08-20,1986,8,20,"In Edmond, Oklahoma, U.S. Postal employee Patrick Sherrill guns down 14 of his co-workers and then commits suicide.",standard,"Edmond,_Oklahoma; United_States_Postal_Service; Edmond_post_office_shooting"
1986-08-21,1986,8,21,"Carbon dioxide gas erupts from volcanic Lake Nyos in Cameroon, killing up to 1,800 people within a 20-kilometre (12 mi) range.",standard,Volcano; Lake_Nyos; Cameroon
1986-08-31,1986,8,31,"Aeroméxico Flight 498 collides with a Piper PA-28 Cherokee over Cerritos, California, killing 67 in the air and 15 on the ground.",standard,"Aeroméxico_Flight_498; Piper_PA-28_Cherokee; Cerritos,_California"
1986-08-31,1986,8,31,"The Soviet passenger liner Admiral Nakhimov sinks in the Black Sea after colliding with the bulk carrier Pyotr Vasev, killing 423.",standard,Soviet_Union; SS_Admiral_Nakhimov; Black_Sea
1986-09-05,1986,9,5,"Pan Am Flight 73 from Mumbai, India with 358 people on board is hijacked at Karachi International Airport.",standard,Pan_Am_Flight_73; Mumbai; India; Aircraft_hijacking; Jinnah_International_Airport
1986-09-06,1986,9,6,"In Istanbul, two terrorists from Abu Nidal's organization kill 22 and wound six congregants inside the Neve Shalom Synagogue during Shabbat services.",standard,Istanbul; Terrorism; Abu_Nidal; Neve_Shalom_Synagogue; Shabbat
1986-09-07,1986,9,7,Desmond Tutu becomes the first black man to lead the Anglican Diocese of Cape Town.,standard,Desmond_Tutu; Anglican_Diocese_of_Cape_Town
1986-09-07,1986,9,7,Chilean dictator Augusto Pinochet survives an assassination attempt by the FPMR; five of Pinochet's bodyguards are killed.,standard,Chile; Augusto_Pinochet; Attempted_assassination_of_Augusto_Pinochet; Manuel_Rodríguez_Patriotic_Front; September_7
1986-09-08,1986,9,8,"Nicholas Daniloff, a correspondent for U.S. News & World Report, is indicted on charges of espionage by the Soviet Union.",standard,Nicholas_Daniloff; U.S._News_&_World_Report; Espionage; Soviet_Union; September_8
1986-09-13,1986,9,13,"A magnitude 6.0 earthquake strikes Kalamata, Greece with a maximum Modified Mercalli intensity of X (Extreme), killing at least 20 and causing heavy damage in the city.",standard,1986_Kalamata_earthquake; Modified_Mercalli_intensity_scale; September_13
1986-09-28,1986,9,28,The Democratic Progressive Party becomes the first opposition party in Taiwan.,standard,Democratic_Progressive_Party; September_28
1986-10-03,1986,10,3,"TASCC, a superconducting cyclotron at the Chalk River Laboratories in Canada, is officially opened.",standard,Tandem_Accelerator_Superconducting_Cyclotron; Chalk_River_Laboratories; Canada
1986-10-05,1986,10,5,Mordechai Vanunu's story in The Sunday Times reveals Israel's secret nuclear weapons.,standard,Mordechai_Vanunu; The_Sunday_Times
1986-10-09,1986,10,9,"The Phantom of the Opera, eventually the second longest running musical in London, opens at Her Majesty's Theatre.",standard,"The_Phantom_of_the_Opera_(1986_musical); London; His_Majesty's_Theatre,_London"
1986-10-09,1986,10,9,Fox Broadcasting Company (FBC) launches as the fourth US television network.,standard,Fox_Broadcasting_Company; Fourth_television_network; October_9
1986-10-10,1986,10,10,"A 5.7 Mw  San Salvador earthquake shakes El Salvador, killing 1,500.",standard,1986_San_Salvador_earthquake
1986-10-11,1986,10,11,Ronald Reagan and Mikhail Gorbachev meet in Iceland to continue discussions about scaling back IRBM arsenals in Europe.,standard,Ronald_Reagan; Mikhail_Gorbachev; Reykjavík_Summit; Intermediate-range_ballistic_missile
1986-10-19,1986,10,19,"The president of Mozambique and a prominent leader of FRELIMO, along with 33 others, die when their aircraft crashes into the Lebombo Mountains.",standard,1986_Mozambican_Tupolev_Tu-134_crash
1986-10-20,1986,10,20,"Aeroflot Flight 6502 crashes while landing at Kuibyshev Airport (now Kuromoch International Airport) in Kuibyshev (now present-day Samara, Russia), killing 70 people.",standard,Aeroflot_Flight_6502; Kurumoch_International_Airport; Samara; Russia; October_20
1986-10-21,1986,10,21,"In Lebanon, pro-Iran kidnappers claim to have abducted American writer Edward Tracy (he is released in August 1991).",standard,Lebanon_hostage_crisis
1986-10-24,1986,10,24,"Nezar Hindawi is sentenced to 45 years in prison, the longest sentence handed down by a British court, for the attempted bombing of an El Al flight at Heathrow Airport.",standard,Hindawi_affair
1986-10-27,1986,10,27,"The British government suddenly deregulates financial markets, leading to a total restructuring of the way in which they operate in the country, in an event now referred to as the Big Bang.",standard,Big_Bang_(financial_markets)
1986-10-29,1986,10,29,British Prime Minister Margaret Thatcher opens the last stretch of the M25 motorway.,standard,Margaret_Thatcher; M25_motorway
1986-11-02,1986,11,2,Lebanon hostage crisis: U.S. hostage David Jacobsen is released in Beirut after 17 months in captivity.,standard,Lebanon_hostage_crisis; November_2
1986-11-03,1986,11,3,Iran–Contra affair: The Lebanese magazine Ash-Shiraa reports that the United States has been secretly selling weapons to Iran in order to secure the release of seven American hostages held by pro-Iranian groups in Lebanon.,standard,Iran–Contra_affair; Lebanon; Ash-Shiraa; Iran; Hostage
1986-11-03,1986,11,3,"The Compact of Free Association becomes law, granting the Federated States of Micronesia and the Marshall Islands independence from the United States.",standard,Compact_of_Free_Association; Federated_States_of_Micronesia; Marshall_Islands
1986-11-05,1986,11,5,"USS Rentz, USS Reeves and USS Oldendorf visit Qingdao, China; the first US naval visit to China since 1949.",standard,USS_Rentz; USS_Reeves_(DLG-24); USS_Oldendorf; Qingdao
1986-11-06,1986,11,6,Sumburgh disaster: A British International Helicopters Boeing 234LR Chinook crashes 21⁄2 miles east of Sumburgh Airport killing 45 people. It is the deadliest civilian helicopter crash on record.,standard,1986_British_International_Helicopters_Chinook_crash; British_International_Helicopters; Boeing_CH-47_Chinook; Sumburgh_Airport; November_6
1986-11-13,1986,11,13,"The Late, Late Breakfast Show incident leads to death of 24 year old Michael Lush and show cancellation.",standard,"The_Late,_Late_Breakfast_Show; November_13"
1986-11-17,1986,11,17,The flight crew of Japan Airlines Flight 1628 are involved in a UFO sighting incident while flying over Alaska.,standard,Japan_Air_Lines_Cargo_Flight_1628; List_of_reported_UFO_sightings; November_17
1986-11-21,1986,11,21,National Security Council member Oliver North and his secretary start to shred documents allegedly implicating them in the Iran–Contra affair.,standard,Oliver_North; Iran–Contra_affair
1986-11-25,1986,11,25,Iran–Contra affair: U.S. Attorney General Edwin Meese announces that profits from covert weapons sales to Iran were illegally diverted to the anti-communist Contra rebels in Nicaragua.,standard,Iran–Contra_affair; Edwin_Meese; Iran; Contras; Nicaragua
1986-11-25,1986,11,25,The King Fahd Causeway is officially opened in the Persian Gulf.,standard,King_Fahd_Causeway; Persian_Gulf
1986-11-26,1986,11,26,Iran–Contra affair: U.S. President Ronald Reagan announces the members of what will become known as the Tower Commission.,standard,Iran–Contra_affair; Ronald_Reagan; Tower_Commission
1986-11-26,1986,11,26,"The trial of John Demjanjuk, accused of committing war crimes as a guard at the Nazi Treblinka extermination camp, starts in Jerusalem.",standard,John_Demjanjuk; Treblinka_extermination_camp; Jerusalem; November_26
1986-11-29,1986,11,29,"The Surinamese military attacks the village of Moiwana during the Suriname Guerrilla War, killing at least 39 civilians, mostly women and children.",standard,Suriname_National_Army; Moiwana; Surinamese_Interior_War; November_29
1986-12-04,1986,12,4,"The MV Amazon Venture oil tanker begins leaking oil while at the port of Savannah in the United States, resulting in an oil spill of approximately 500,000 US gallons (1,900,000 L).",standard,Port_of_Savannah; Amazon_Venture_oil_spill; December_4
1986-12-14,1986,12,14,Qasba Aligarh massacre: Over 400 Muhajirs killed in revenge killings in Qasba colony after a raid on Pashtun heroin processing and distribution center in Sohrab Goth by the security forces.,standard,Qasba_Aligarh_massacre; Muhajir_(Pakistan); Pashtuns; Sohrab_Goth_Town; December_14
1986-12-16,1986,12,16,"Jeltoqsan: Riots erupt in Alma-Ata, Kazakh SSR, in response to Soviet leader Mikhail Gorbachev's dismissal of ethnic Kazakh Dinmukhamed Kunaev, the First Secretary of the Communist Party of Kazakhstan, and his replacement with Gennady Kolbin, an ethnic Russian from the Russian SFSR.",standard,Jeltoqsan; Almaty; Kazakh_Soviet_Socialist_Republic; Mikhail_Gorbachev; Dinmukhamed_Kunaev; Communist_Party_of_Kazakhstan_(Soviet_Union); Gennady_Kolbin; Russian_Soviet_Federative_Socialist_Republic; December_16
1986-12-19,1986,12,19,"Mikhail Gorbachev, leader of the Soviet Union, releases Andrei Sakharov and his wife from exile in Gorky.",standard,Mikhail_Gorbachev; Soviet_Union; Andrei_Sakharov; Exile; Nizhny_Novgorod
1986-12-23,1986,12,23,"Voyager, piloted by Dick Rutan and Jeana Yeager, lands at Edwards Air Force Base in California becoming the first aircraft to fly non-stop around the world without aerial or ground refueling.",standard,Rutan_Voyager; Dick_Rutan; Jeana_Yeager; Edwards_Air_Force_Base; California; Aerial_refueling
1986-12-25,1986,12,25,"Iraqi Airways Flight 163, a Boeing 737-270C, is hijacked and crashes in Arar, Saudi Arabia, killing 63 people.",standard,"Iraqi_Airways_Flight_163; Boeing_737; Arar,_Saudi_Arabia; December_25"
1987-01-01,1987,1,1,The Isleta Pueblo tribe elect Verna Williamson to be their first female governor.,standard,Pueblo_of_Isleta; January_1
1987-01-03,1987,1,3,"Varig Flight 797 crashes near Akouré in the Ivory Coast, resulting in 50 deaths.",standard,Varig_Flight_797; Akouré; Ivory_Coast; January_3
1987-01-04,1987,1,4,"The Maryland train collision: An Amtrak train en route to Boston from Washington, D.C., collides with Conrail engines in Chase, Maryland, United States, killing 16 people.",standard,"1987_Maryland_train_collision; Amtrak; Boston; Conrail; Chase,_Maryland; January_4"
1987-01-22,1987,1,22,"Philippine security forces open fire on a crowd of 10,000–15,000 demonstrators at Malacañang Palace, Manila, killing 13.",standard,Philippines; Mendiola_massacre; Malacañang_Palace; Manila
1987-01-23,1987,1,23,"Mohammed Said Hersi Morgan sends a ""letter of death"" to Somali President Siad Barre, proposing the genocide of the Isaaq people.",standard,Mohammed_Said_Hersi_Morgan; Isaaq_genocide; Siad_Barre; January_23
1987-01-24,1987,1,24,"About 20,000 protestors march in a civil rights demonstration in Forsyth County, Georgia, United States.",standard,"1987_Forsyth_County_protests; Forsyth_County,_Georgia; January_24"
1987-02-06,1987,2,6,Justice Mary Gaudron becomes the first woman to be appointed to the High Court of Australia.,standard,Mary_Gaudron; High_Court_of_Australia
1987-02-09,1987,2,9,Civil unrest broke out across the Occupied Palestinian territories.,standard,February_1987_Palestinian_unrest; Palestine; February_9
1987-02-23,1987,2,23,Supernova 1987a is seen in the Large Magellanic Cloud.,standard,SN_1987A; Large_Magellanic_Cloud
1987-02-26,1987,2,26,Iran–Contra affair: The Tower Commission rebukes President Ronald Reagan for not controlling his national security staff.,standard,Iran–Contra_affair; Tower_Commission; Ronald_Reagan
1987-03-06,1987,3,6,"The British ferry MS Herald of Free Enterprise capsizes in about 90 seconds, killing 193.",standard,MS_Herald_of_Free_Enterprise; March_6
1987-03-09,1987,3,9,Chrysler announces its acquisition of American Motors Corporation.,standard,Chrysler; American_Motors_Corporation; March_9
1987-03-20,1987,3,20,"The Food and Drug Administration approves the anti-AIDS drug, AZT.",standard,Food_and_Drug_Administration; HIV/AIDS; Zidovudine
1987-04-04,1987,4,4,"Garuda Indonesia Flight 032 crashes at Medan Airport, killing 23.",standard,Garuda_Indonesia_Flight_035; Soewondo_Air_Force_Base; April_4
1987-04-11,1987,4,11,The London Agreement is secretly signed between Israeli Foreign Affairs Minister Shimon Peres and King Hussein of Jordan.,standard,Peres–Hussein_London_Agreement; Israel; Shimon_Peres; Hussein_of_Jordan
1987-04-19,1987,4,19,"The Simpsons first appear as a series of shorts on The Tracey Ullman Show, first starting with ""Good Night"".",standard,The_Simpsons; The_Tracey_Ullman_Show; Good_Night_(The_Simpsons)
1987-04-21,1987,4,21,"The Tamil Tigers are blamed for a car bomb that detonates in the Sri Lankan capital city of Colombo, killing 106 people.",standard,Liberation_Tigers_of_Tamil_Eelam; Car_bomb; Sri_Lanka; Colombo
1987-04-27,1987,4,27,"The U.S. Department of Justice bars Austrian President Kurt Waldheim (and his wife, Elisabeth, who had also been a Nazi) from entering the US, charging that he had aided in the deportations and executions of thousands of Jews and others as a German Army officer during World War II.",standard,United_States_Department_of_Justice; Kurt_Waldheim; Jews; World_War_II
1987-05-03,1987,5,3,"A crash by Bobby Allison at the Talladega Superspeedway, Alabama fencing at the start-finish line would lead NASCAR to develop the restrictor plate for the following season both at Daytona International Speedway and Talladega.",standard,Bobby_Allison; Talladega_Superspeedway; Alabama; NASCAR; Restrictor_plate; Daytona_International_Speedway
1987-05-05,1987,5,5,Iran–Contra affair: Start of Congressional televised hearings in the United States of America,standard,Iran–Contra_affair; United_States_Congress
1987-05-08,1987,5,8,"The SAS kills eight Provisional Irish Republican Army volunteers and a civilian during an ambush in Loughgall, Northern Ireland.",standard,Special_Air_Service; Provisional_Irish_Republican_Army; Loughgall_ambush; Loughgall
1987-05-09,1987,5,9,"LOT Flight 5055 Tadeusz Kościuszko crashes after takeoff in Warsaw, Poland, killing all 183 people on board.",standard,LOT_Polish_Airlines_Flight_5055; Warsaw
1987-05-11,1987,5,11,Klaus Barbie goes on trial in Lyon for war crimes committed during World War II.,standard,Klaus_Barbie; Lyon; World_War_II; May_11
1987-05-14,1987,5,14,Fijian Prime Minister Timoci Bavadra is ousted from power in a coup d'état led by Lieutenant colonel Sitiveni Rabuka.,standard,Timoci_Bavadra; 1987_Fijian_coups_d'état; Sitiveni_Rabuka; May_14
1987-05-17,1987,5,17,"Iran–Iraq War: An Iraqi Dassault Mirage F1 fighter jet fires two missiles into the U.S. Navy warship USS Stark, killing 37 and injuring 21 of her crew.",standard,Iran–Iraq_War; Ba'athist_Iraq; Dassault_Mirage_F1; USS_Stark_incident; USS_Stark
1987-05-22,1987,5,22,"Hashimpura massacre occurs in Meerut, India.",standard,Hashimpura_massacre; Meerut
1987-05-22,1987,5,22,"First ever Rugby World Cup kicks off with New Zealand playing Italy at Eden Park in Auckland, New Zealand.",standard,1987_Rugby_World_Cup; New_Zealand_Rugby; Italy_national_rugby_union_team; Eden_Park; Auckland
1987-05-28,1987,5,28,"An 18-year-old West German pilot, Mathias Rust, evades Soviet Union air defences and lands a private plane in Red Square in Moscow, Russia.",standard,Mathias_Rust; Soviet_Union; Red_Square
1987-06-08,1987,6,8,"New Zealand's Labour government establishes a national nuclear-free zone under the New Zealand Nuclear Free Zone, Disarmament, and Arms Control Act 1987.",standard,"New_Zealand; Fourth_Labour_Government_of_New_Zealand; New_Zealand_nuclear-free_zone; New_Zealand_Nuclear_Free_Zone,_Disarmament,_and_Arms_Control_Act_1987"
1987-06-10,1987,6,10,"June Democratic Struggle: The June Democratic Struggle starts in South Korea, and people protest against the government.",standard,June_Democratic_Struggle
1987-06-11,1987,6,11,"Diane Abbott, Paul Boateng and Bernie Grant are elected as the first black MPs in Great Britain.",standard,Diane_Abbott; Paul_Boateng; Bernie_Grant
1987-06-12,1987,6,12,The Central African Republic's former emperor Jean-Bédel Bokassa is sentenced to death for crimes he had committed during his 13-year rule.,standard,Central_African_Republic; Jean-Bédel_Bokassa
1987-06-12,1987,6,12,"Cold War: At the Brandenburg Gate, U.S. President Ronald Reagan publicly challenges Mikhail Gorbachev to tear down the Berlin Wall.",standard,Cold_War; Brandenburg_Gate; President_of_the_United_States; Ronald_Reagan; Mikhail_Gorbachev; Tear_down_this_wall!; Berlin_Wall
1987-06-17,1987,6,17,"With the death of the last individual of the species, the dusky seaside sparrow becomes extinct.",standard,Dusky_seaside_sparrow
1987-06-19,1987,6,19,"Basque separatist group ETA commits one of its most violent attacks, in which a bomb is set off in a supermarket, Hipercor, killing 21 and injuring 45.",standard,ETA_(separatist_group); Hipercor_bombing; Hipercor
1987-06-19,1987,6,19,"Aeroflot Flight N-528 crashes at Berdiansk Airport in present-day Ukraine, killing eight people.",standard,Aeroflot_Flight_N-528; Berdiansk_Airport; June_19
1987-06-28,1987,6,28,"For the first time in military history, a civilian population is targeted for chemical attack when Iraqi warplanes bombed the Iranian town of Sardasht.",standard,"Mustard_gas; Chemical_bombing_of_Sardasht; Sardasht,_West_Azerbaijan"
1987-06-29,1987,6,29,"Vincent van Gogh's painting, the Le Pont de Trinquetaille, is bought for $20.4 million at an auction in London, England.",standard,Vincent_van_Gogh; London
1987-07-01,1987,7,1,The American radio station WFAN in New York City is launched as the world's first all-sports radio station.,standard,WFAN_(AM); Sports_radio
1987-07-05,1987,7,5,"Sri Lankan Civil War: The LTTE uses suicide attacks on the Sri Lankan Army for the first time. The Black Tigers are born and, in the following years, will continue to kill with the tactic.",standard,Sri_Lankan_civil_war; Liberation_Tigers_of_Tamil_Eelam; Sri_Lanka_Army; Black_Tigers
1987-07-24,1987,7,24,US supertanker SS Bridgeton collides with mines laid by IRGC causing a 43-square-meter dent in the body of the oil tanker.,standard,SS_Bridgeton; Bridgeton_incident; Islamic_Revolutionary_Guard_Corps
1987-07-24,1987,7,24,"Hulda Crooks, at 91 years of age, climbed Mt. Fuji. Crooks became the oldest person to climb Japan's highest peak.",standard,Hulda_Crooks
1987-07-29,1987,7,29,British Prime Minister Margaret Thatcher and President of France François Mitterrand sign the agreement to build a tunnel under the English Channel (Channel Tunnel).,standard,Margaret_Thatcher; François_Mitterrand; English_Channel; Channel_Tunnel
1987-07-29,1987,7,29,Prime Minister of India Rajiv Gandhi and President of Sri Lanka J. R. Jayewardene sign the Indo-Sri Lanka Accord on ethnic issues.,standard,Rajiv_Gandhi; J._R._Jayewardene; Indo-Sri_Lanka_Accord
1987-07-31,1987,7,31,"A tornado occurs in Edmonton, Alberta, killing 27 people.",standard,Edmonton_tornado; Edmonton; Alberta
1987-08-04,1987,8,4,The Federal Communications Commission rescinds the Fairness Doctrine which had required radio and television stations to give equal time to opposing views.,standard,Federal_Communications_Commission; Fairness_doctrine
1987-08-07,1987,8,7,"Cold War: Lynne Cox becomes the first person to swim from the United States to the Soviet Union, crossing the Bering Strait from Little Diomede Island in Alaska to Big Diomede in the Soviet Union.",standard,Cold_War; Lynne_Cox; Soviet_Union; Bering_Strait; Little_Diomede_Island; Big_Diomede_Island; August_7
1987-08-16,1987,8,16,"Northwest Airlines Flight 255, a McDonnell Douglas MD-82, crashes after takeoff in Detroit, Michigan, killing 154 of the 155 on board, plus two people on the ground.",standard,Northwest_Airlines_Flight_255; McDonnell_Douglas_MD-80; Detroit; Michigan
1987-08-19,1987,8,19,"Hungerford massacre: In the United Kingdom, Michael Ryan kills sixteen people with a semi-automatic rifle and then commits suicide.",standard,Hungerford_massacre; Semi-automatic_rifle
1987-08-29,1987,8,29,"Odaeyang mass suicide: Thirty-three individuals linked to a religious cult are found dead in the attic of a cafeteria in Yongin, South Korea. Investigators attribute their deaths to a murder-suicide pact.",standard,Evangelical_Baptist_Church_of_Korea; Yongin; Murder–suicide; August_29
1987-08-31,1987,8,31,"Thai Airways Flight 365 crashes into the ocean near Ko Phuket, Thailand, killing all 83 aboard.",standard,Thai_Airways_Flight_365; Phuket_province
1987-09-02,1987,9,2,"In Moscow, the trial begins for 19-year-old pilot Mathias Rust, who flew his Cessna airplane into Red Square in May.",standard,Mathias_Rust; Cessna; Red_Square
